numero,fecha_recogida (Fecha),UND
1,1 ene 2024,1
2,1 ene 2024,1
3,1 ene 2024,2
4,1 ene 2024,2
5,1 ene 2024,2
6,1 ene 2024,3
7,1 ene 2024,2
8,1 ene 2024,2
9,1 ene 2024,3
10,1 ene 2024,2
11,1 ene 2024,2
12,1 ene 2024,2
13,1 ene 2024,2
14,1 ene 2024,2
15,1 ene 2024,5
16,1 ene 2024,2
17,1 ene 2024,2
18,2 ene 2024,4
19,2 ene 2024,2
20,2 ene 2024,1
21,2 ene 2024,2
22,2 ene 2024,2
23,2 ene 2024,2
24,2 ene 2024,2
25,2 ene 2024,4
26,2 ene 2024,2
27,2 ene 2024,4
28,2 ene 2024,3
29,2 ene 2024,1
30,2 ene 2024,2
31,2 ene 2024,2
32,2 ene 2024,2
33,2 ene 2024,2
34,2 ene 2024,2
35,2 ene 2024,1
36,2 ene 2024,2
37,3 ene 2024,3
38,3 ene 2024,1
39,3 ene 2024,2
40,3 ene 2024,2
41,3 ene 2024,4
42,3 ene 2024,1
43,3 ene 2024,2
44,3 ene 2024,1
45,3 ene 2024,2
46,3 ene 2024,2
47,3 ene 2024,2
48,3 ene 2024,2
49,3 ene 2024,1
50,3 ene 2024,2
51,3 ene 2024,2
52,3 ene 2024,3
53,3 ene 2024,2
54,3 ene 2024,2
55,4 ene 2024,4
56,4 ene 2024,2
57,4 ene 2024,2
58,4 ene 2024,4
59,4 ene 2024,1
60,4 ene 2024,2
61,4 ene 2024,2
62,4 ene 2024,1
63,4 ene 2024,2
64,4 ene 2024,2
65,4 ene 2024,2
66,4 ene 2024,2
67,4 ene 2024,2
68,4 ene 2024,1
69,4 ene 2024,2
70,4 ene 2024,2
71,4 ene 2024,2
72,4 ene 2024,2
73,4 ene 2024,2
74,5 ene 2024,2
75,5 ene 2024,2
76,5 ene 2024,2
77,5 ene 2024,3
78,5 ene 2024,1
79,5 ene 2024,2
80,5 ene 2024,2
81,5 ene 2024,2
82,5 ene 2024,3
83,5 ene 2024,2
84,6 ene 2024,1
85,6 ene 2024,2
86,6 ene 2024,1
87,6 ene 2024,1
88,6 ene 2024,2
89,6 ene 2024,4
90,6 ene 2024,2
91,7 ene 2024,3
92,7 ene 2024,3
93,7 ene 2024,1
94,8 ene 2024,1
95,8 ene 2024,2
96,8 ene 2024,2
97,8 ene 2024,1
98,8 ene 2024,1
99,8 ene 2024,2
100,8 ene 2024,1
101,8 ene 2024,2
102,9 ene 2024,1
103,9 ene 2024,3
104,9 ene 2024,1
105,9 ene 2024,2
106,10 ene 2024,2
107,10 ene 2024,1
108,11 ene 2024,2
109,11 ene 2024,1
110,11 ene 2024,5
111,11 ene 2024,2
112,12 ene 2024,2
113,12 ene 2024,2
114,12 ene 2024,4
115,12 ene 2024,1
116,12 ene 2024,2
117,13 ene 2024,2
118,13 ene 2024,2
119,13 ene 2024,2
120,13 ene 2024,2
121,13 ene 2024,4
122,13 ene 2024,1
123,13 ene 2024,1
124,13 ene 2024,2
125,13 ene 2024,2
126,13 ene 2024,2
127,14 ene 2024,7
128,14 ene 2024,1
129,14 ene 2024,2
130,14 ene 2024,2
131,14 ene 2024,2
132,14 ene 2024,2
133,14 ene 2024,1
134,15 ene 2024,2
135,15 ene 2024,2
136,15 ene 2024,2
137,15 ene 2024,1
138,15 ene 2024,2
139,15 ene 2024,2
140,15 ene 2024,2
141,15 ene 2024,1
142,15 ene 2024,2
143,15 ene 2024,2
144,16 ene 2024,2
145,16 ene 2024,2
146,16 ene 2024,2
147,16 ene 2024,2
148,16 ene 2024,2
149,16 ene 2024,2
150,16 ene 2024,2
151,17 ene 2024,1
152,17 ene 2024,1
153,17 ene 2024,4
154,17 ene 2024,1
155,17 ene 2024,2
156,17 ene 2024,1
157,17 ene 2024,2
158,17 ene 2024,2
159,17 ene 2024,2
160,18 ene 2024,1
161,18 ene 2024,2
162,18 ene 2024,2
163,18 ene 2024,2
164,18 ene 2024,2
165,18 ene 2024,3
166,18 ene 2024,2
167,18 ene 2024,2
168,18 ene 2024,2
169,18 ene 2024,2
170,18 ene 2024,2
171,18 ene 2024,2
172,20 ene 2024,2
173,20 ene 2024,2
174,20 ene 2024,1
175,20 ene 2024,2
176,20 ene 2024,1
177,20 ene 2024,1
178,20 ene 2024,2
179,20 ene 2024,4
180,20 ene 2024,2
181,20 ene 2024,2
182,21 ene 2024,2
183,21 ene 2024,2
184,21 ene 2024,2
185,21 ene 2024,1
186,21 ene 2024,2
187,21 ene 2024,2
188,21 ene 2024,1
189,21 ene 2024,2
190,21 ene 2024,2
191,21 ene 2024,2
192,21 ene 2024,2
193,21 ene 2024,2
194,21 ene 2024,1
195,21 ene 2024,2
196,21 ene 2024,2
197,21 ene 2024,2
198,22 ene 2024,2
199,22 ene 2024,2
200,22 ene 2024,2
201,22 ene 2024,1
202,22 ene 2024,2
203,22 ene 2024,2
204,22 ene 2024,2
205,22 ene 2024,2
206,22 ene 2024,2
207,23 ene 2024,2
208,23 ene 2024,1
209,23 ene 2024,2
210,23 ene 2024,4
211,23 ene 2024,2
212,23 ene 2024,4
213,23 ene 2024,2
214,23 ene 2024,2
215,23 ene 2024,2
216,23 ene 2024,2
217,24 ene 2024,2
218,24 ene 2024,2
219,24 ene 2024,2
220,24 ene 2024,4
221,24 ene 2024,2
222,24 ene 2024,2
223,24 ene 2024,2
224,24 ene 2024,2
225,24 ene 2024,2
226,24 ene 2024,2
227,25 ene 2024,2
228,25 ene 2024,2
229,25 ene 2024,1
230,25 ene 2024,1
231,25 ene 2024,2
232,25 ene 2024,3
233,25 ene 2024,2
234,25 ene 2024,2
235,26 ene 2024,2
236,26 ene 2024,2
237,26 ene 2024,3
238,26 ene 2024,2
239,26 ene 2024,2
240,26 ene 2024,2
241,26 ene 2024,2
242,26 ene 2024,2
243,26 ene 2024,2
244,26 ene 2024,2
245,26 ene 2024,4
246,27 ene 2024,2
247,27 ene 2024,1
248,27 ene 2024,2
249,27 ene 2024,2
250,27 ene 2024,2
251,27 ene 2024,2
252,27 ene 2024,1
253,27 ene 2024,2
254,27 ene 2024,2
255,27 ene 2024,1
256,27 ene 2024,2
257,27 ene 2024,2
258,27 ene 2024,1
259,27 ene 2024,2
260,27 ene 2024,2
261,27 ene 2024,2
262,27 ene 2024,1
263,27 ene 2024,1
264,27 ene 2024,2
265,27 ene 2024,2
266,27 ene 2024,2
267,28 ene 2024,1
268,28 ene 2024,2
269,28 ene 2024,1
270,28 ene 2024,1
271,28 ene 2024,2
272,28 ene 2024,2
273,28 ene 2024,2
274,28 ene 2024,2
275,28 ene 2024,1
276,28 ene 2024,1
277,28 ene 2024,1
278,28 ene 2024,1
279,28 ene 2024,2
280,29 ene 2024,3
281,29 ene 2024,2
282,29 ene 2024,1
283,29 ene 2024,2
284,29 ene 2024,2
285,30 ene 2024,1
286,30 ene 2024,2
287,30 ene 2024,1
288,31 ene 2024,1
289,31 ene 2024,1
290,31 ene 2024,2
291,31 ene 2024,2
292,31 ene 2024,1
293,31 ene 2024,2
294,31 ene 2024,2
295,1 feb 2024,2
296,1 feb 2024,2
297,1 feb 2024,3
298,1 feb 2024,2
299,1 feb 2024,2
300,1 feb 2024,2
301,1 feb 2024,4
302,1 feb 2024,4
303,1 feb 2024,2
304,1 feb 2024,2
305,1 feb 2024,1
306,2 feb 2024,2
307,2 feb 2024,2
308,2 feb 2024,2
309,2 feb 2024,4
310,3 feb 2024,2
311,3 feb 2024,2
312,3 feb 2024,2
313,3 feb 2024,2
314,3 feb 2024,1
315,3 feb 2024,2
316,3 feb 2024,2
317,3 feb 2024,2
318,3 feb 2024,2
319,3 feb 2024,2
320,3 feb 2024,1
321,3 feb 2024,1
322,3 feb 2024,3
323,3 feb 2024,2
324,3 feb 2024,2
325,3 feb 2024,2
326,4 feb 2024,2
327,4 feb 2024,2
328,4 feb 2024,3
329,4 feb 2024,1
330,4 feb 2024,2
331,4 feb 2024,2
332,4 feb 2024,2
333,4 feb 2024,1
334,4 feb 2024,2
335,4 feb 2024,2
336,4 feb 2024,1
337,4 feb 2024,4
338,4 feb 2024,2
339,4 feb 2024,4
340,4 feb 2024,2
341,4 feb 2024,2
342,4 feb 2024,2
343,4 feb 2024,2
344,4 feb 2024,2
345,5 feb 2024,2
346,5 feb 2024,2
347,5 feb 2024,2
348,5 feb 2024,2
349,5 feb 2024,2
350,5 feb 2024,2
351,5 feb 2024,2
352,5 feb 2024,2
353,5 feb 2024,1
354,5 feb 2024,1
355,5 feb 2024,3
356,5 feb 2024,2
357,5 feb 2024,4
358,5 feb 2024,1
359,6 feb 2024,1
360,6 feb 2024,2
361,6 feb 2024,2
362,6 feb 2024,2
363,6 feb 2024,2
364,6 feb 2024,1
365,6 feb 2024,2
366,7 feb 2024,2
367,7 feb 2024,1
368,7 feb 2024,1
369,7 feb 2024,2
370,7 feb 2024,2
371,7 feb 2024,2
372,7 feb 2024,2
373,7 feb 2024,4
374,7 feb 2024,1
375,7 feb 2024,2
376,7 feb 2024,2
377,7 feb 2024,2
378,8 feb 2024,2
379,8 feb 2024,4
380,8 feb 2024,2
381,8 feb 2024,2
382,8 feb 2024,2
383,8 feb 2024,2
384,8 feb 2024,2
385,8 feb 2024,2
386,8 feb 2024,2
387,8 feb 2024,2
388,8 feb 2024,2
389,8 feb 2024,2
390,8 feb 2024,2
391,8 feb 2024,2
392,8 feb 2024,2
393,8 feb 2024,1
394,9 feb 2024,2
395,9 feb 2024,2
396,9 feb 2024,1
397,9 feb 2024,2
398,9 feb 2024,2
399,9 feb 2024,2
400,10 feb 2024,1
401,10 feb 2024,1
402,10 feb 2024,2
403,10 feb 2024,1
404,10 feb 2024,2
405,10 feb 2024,2
406,10 feb 2024,2
407,10 feb 2024,2
408,10 feb 2024,2
409,10 feb 2024,1
410,10 feb 2024,1
411,10 feb 2024,2
412,10 feb 2024,2
413,10 feb 2024,2
414,10 feb 2024,1
415,10 feb 2024,2
416,10 feb 2024,1
417,10 feb 2024,3
418,10 feb 2024,2
419,10 feb 2024,2
420,10 feb 2024,1
421,10 feb 2024,2
422,10 feb 2024,3
423,10 feb 2024,1
424,10 feb 2024,3
425,10 feb 2024,8
426,11 feb 2024,2
427,11 feb 2024,2
428,11 feb 2024,2
429,11 feb 2024,2
430,11 feb 2024,2
431,11 feb 2024,4
432,11 feb 2024,1
433,11 feb 2024,2
434,11 feb 2024,1
435,11 feb 2024,1
436,11 feb 2024,1
437,11 feb 2024,1
438,11 feb 2024,2
439,11 feb 2024,2
440,12 feb 2024,2
441,12 feb 2024,2
442,12 feb 2024,2
443,12 feb 2024,2
444,12 feb 2024,4
445,12 feb 2024,2
446,12 feb 2024,2
447,12 feb 2024,2
448,12 feb 2024,2
449,12 feb 2024,2
450,12 feb 2024,2
451,12 feb 2024,2
452,12 feb 2024,4
453,12 feb 2024,2
454,12 feb 2024,1
455,12 feb 2024,1
456,12 feb 2024,2
457,13 feb 2024,2
458,13 feb 2024,4
459,13 feb 2024,1
460,13 feb 2024,2
461,13 feb 2024,2
462,13 feb 2024,5
463,13 feb 2024,2
464,13 feb 2024,3
465,13 feb 2024,4
466,13 feb 2024,2
467,13 feb 2024,2
468,13 feb 2024,2
469,13 feb 2024,1
470,13 feb 2024,2
471,13 feb 2024,1
472,13 feb 2024,2
473,13 feb 2024,2
474,13 feb 2024,2
475,13 feb 2024,2
476,13 feb 2024,2
477,13 feb 2024,2
478,13 feb 2024,3
479,13 feb 2024,1
480,13 feb 2024,1
481,13 feb 2024,1
482,14 feb 2024,2
483,14 feb 2024,1
484,14 feb 2024,1
485,14 feb 2024,2
486,14 feb 2024,4
487,14 feb 2024,2
488,14 feb 2024,2
489,14 feb 2024,2
490,14 feb 2024,3
491,14 feb 2024,2
492,14 feb 2024,2
493,14 feb 2024,2
494,14 feb 2024,2
495,14 feb 2024,2
496,15 feb 2024,3
497,15 feb 2024,2
498,15 feb 2024,4
499,15 feb 2024,2
500,15 feb 2024,2
501,15 feb 2024,2
502,15 feb 2024,4
503,15 feb 2024,1
504,15 feb 2024,3
505,15 feb 2024,1
506,15 feb 2024,2
507,16 feb 2024,2
508,16 feb 2024,2
509,16 feb 2024,1
510,16 feb 2024,2
511,16 feb 2024,1
512,16 feb 2024,1
513,16 feb 2024,2
514,16 feb 2024,2
515,16 feb 2024,3
516,16 feb 2024,2
517,17 feb 2024,2
518,17 feb 2024,2
519,17 feb 2024,2
520,17 feb 2024,2
521,17 feb 2024,2
522,17 feb 2024,2
523,17 feb 2024,1
524,17 feb 2024,2
525,17 feb 2024,4
526,17 feb 2024,2
527,17 feb 2024,2
528,17 feb 2024,3
529,17 feb 2024,2
530,17 feb 2024,2
531,17 feb 2024,1
532,17 feb 2024,3
533,17 feb 2024,2
534,17 feb 2024,2
535,17 feb 2024,2
536,17 feb 2024,2
537,17 feb 2024,1
538,17 feb 2024,3
539,17 feb 2024,2
540,17 feb 2024,3
541,17 feb 2024,2
542,17 feb 2024,2
543,17 feb 2024,2
544,17 feb 2024,2
545,17 feb 2024,2
546,17 feb 2024,2
547,17 feb 2024,2
548,18 feb 2024,2
549,18 feb 2024,3
550,18 feb 2024,3
551,18 feb 2024,2
552,18 feb 2024,2
553,18 feb 2024,2
554,18 feb 2024,4
555,18 feb 2024,3
556,18 feb 2024,2
557,18 feb 2024,1
558,18 feb 2024,2
559,18 feb 2024,2
560,18 feb 2024,2
561,18 feb 2024,2
562,18 feb 2024,2
563,18 feb 2024,4
564,18 feb 2024,4
565,18 feb 2024,2
566,18 feb 2024,2
567,18 feb 2024,2
568,18 feb 2024,2
569,18 feb 2024,2
570,18 feb 2024,3
571,18 feb 2024,2
572,18 feb 2024,1
573,19 feb 2024,1
574,19 feb 2024,4
575,19 feb 2024,2
576,19 feb 2024,2
577,19 feb 2024,2
578,19 feb 2024,2
579,19 feb 2024,3
580,19 feb 2024,1
581,19 feb 2024,2
582,19 feb 2024,1
583,19 feb 2024,2
584,19 feb 2024,2
585,19 feb 2024,2
586,19 feb 2024,2
587,19 feb 2024,1
588,19 feb 2024,1
589,19 feb 2024,2
590,19 feb 2024,2
591,19 feb 2024,2
592,19 feb 2024,2
593,19 feb 2024,2
594,19 feb 2024,2
595,19 feb 2024,1
596,20 feb 2024,2
597,20 feb 2024,2
598,20 feb 2024,2
599,20 feb 2024,2
600,20 feb 2024,1
601,20 feb 2024,3
602,20 feb 2024,1
603,20 feb 2024,3
604,20 feb 2024,2
605,20 feb 2024,1
606,20 feb 2024,2
607,20 feb 2024,2
608,20 feb 2024,2
609,20 feb 2024,2
610,20 feb 2024,3
611,20 feb 2024,2
612,20 feb 2024,2
613,20 feb 2024,4
614,20 feb 2024,1
615,20 feb 2024,2
616,20 feb 2024,2
617,20 feb 2024,2
618,20 feb 2024,1
619,21 feb 2024,2
620,21 feb 2024,2
621,21 feb 2024,3
622,21 feb 2024,1
623,21 feb 2024,2
624,21 feb 2024,2
625,21 feb 2024,2
626,21 feb 2024,2
627,21 feb 2024,1
628,21 feb 2024,2
629,21 feb 2024,2
630,21 feb 2024,1
631,21 feb 2024,2
632,21 feb 2024,1
633,21 feb 2024,2
634,21 feb 2024,2
635,21 feb 2024,4
636,21 feb 2024,2
637,22 feb 2024,3
638,22 feb 2024,2
639,22 feb 2024,1
640,22 feb 2024,2
641,22 feb 2024,1
642,22 feb 2024,3
643,22 feb 2024,2
644,22 feb 2024,1
645,22 feb 2024,2
646,22 feb 2024,2
647,22 feb 2024,3
648,22 feb 2024,3
649,22 feb 2024,2
650,22 feb 2024,2
651,22 feb 2024,1
652,22 feb 2024,2
653,22 feb 2024,1
654,22 feb 2024,2
655,22 feb 2024,2
656,22 feb 2024,2
657,22 feb 2024,2
658,22 feb 2024,2
659,22 feb 2024,1
660,23 feb 2024,1
661,23 feb 2024,1
662,23 feb 2024,2
663,23 feb 2024,1
664,23 feb 2024,3
665,23 feb 2024,2
666,23 feb 2024,2
667,23 feb 2024,2
668,23 feb 2024,3
669,23 feb 2024,3
670,23 feb 2024,2
671,23 feb 2024,2
672,23 feb 2024,2
673,23 feb 2024,2
674,23 feb 2024,2
675,23 feb 2024,1
676,24 feb 2024,2
677,24 feb 2024,3
678,24 feb 2024,2
679,24 feb 2024,2
680,24 feb 2024,2
681,24 feb 2024,2
682,24 feb 2024,2
683,24 feb 2024,3
684,24 feb 2024,2
685,24 feb 2024,1
686,24 feb 2024,1
687,24 feb 2024,2
688,24 feb 2024,4
689,24 feb 2024,1
690,24 feb 2024,2
691,24 feb 2024,2
692,25 feb 2024,2
693,25 feb 2024,2
694,25 feb 2024,2
695,25 feb 2024,1
696,25 feb 2024,1
697,25 feb 2024,2
698,25 feb 2024,2
699,25 feb 2024,2
700,25 feb 2024,2
701,25 feb 2024,2
702,25 feb 2024,2
703,25 feb 2024,2
704,25 feb 2024,2
705,25 feb 2024,2
706,26 feb 2024,1
707,26 feb 2024,1
708,26 feb 2024,2
709,26 feb 2024,2
710,26 feb 2024,2
711,27 feb 2024,2
712,27 feb 2024,1
713,27 feb 2024,1
714,27 feb 2024,2
715,27 feb 2024,1
716,27 feb 2024,2
717,27 feb 2024,4
718,27 feb 2024,2
719,27 feb 2024,2
720,27 feb 2024,2
721,28 feb 2024,2
722,28 feb 2024,2
723,28 feb 2024,2
724,28 feb 2024,3
725,28 feb 2024,3
726,28 feb 2024,2
727,28 feb 2024,2
728,28 feb 2024,2
729,28 feb 2024,2
730,28 feb 2024,2
731,28 feb 2024,1
732,28 feb 2024,2
733,28 feb 2024,2
734,28 feb 2024,2
735,28 feb 2024,1
736,28 feb 2024,1
737,28 feb 2024,2
738,29 feb 2024,1
739,29 feb 2024,2
740,29 feb 2024,1
741,29 feb 2024,1
742,29 feb 2024,1
743,29 feb 2024,1
744,29 feb 2024,2
745,29 feb 2024,1
746,29 feb 2024,2
747,29 feb 2024,2
748,29 feb 2024,1
749,29 feb 2024,2
750,29 feb 2024,2
751,29 feb 2024,2
752,29 feb 2024,2
753,29 feb 2024,3
754,29 feb 2024,1
755,29 feb 2024,1
756,1 mar 2024,2
757,1 mar 2024,2
758,1 mar 2024,2
759,1 mar 2024,1
760,1 mar 2024,2
761,1 mar 2024,2
762,1 mar 2024,1
763,1 mar 2024,2
764,1 mar 2024,2
765,1 mar 2024,2
766,1 mar 2024,2
767,1 mar 2024,2
768,1 mar 2024,2
769,1 mar 2024,2
770,1 mar 2024,2
771,1 mar 2024,2
772,1 mar 2024,1
773,1 mar 2024,1
774,1 mar 2024,2
775,1 mar 2024,3
776,1 mar 2024,2
777,1 mar 2024,1
778,2 mar 2024,1
779,2 mar 2024,2
780,2 mar 2024,2
781,2 mar 2024,1
782,2 mar 2024,1
783,2 mar 2024,2
784,2 mar 2024,1
785,2 mar 2024,2
786,2 mar 2024,3
787,2 mar 2024,2
788,2 mar 2024,2
789,2 mar 2024,2
790,2 mar 2024,2
791,2 mar 2024,2
792,2 mar 2024,2
793,2 mar 2024,3
794,2 mar 2024,2
795,2 mar 2024,3
796,2 mar 2024,2
797,2 mar 2024,2
798,2 mar 2024,2
799,2 mar 2024,3
800,2 mar 2024,2
801,2 mar 2024,1
802,3 mar 2024,2
803,3 mar 2024,1
804,3 mar 2024,2
805,3 mar 2024,2
806,3 mar 2024,2
807,3 mar 2024,1
808,3 mar 2024,2
809,3 mar 2024,1
810,3 mar 2024,2
811,3 mar 2024,2
812,3 mar 2024,2
813,3 mar 2024,1
814,3 mar 2024,2
815,3 mar 2024,2
816,3 mar 2024,2
817,3 mar 2024,1
818,3 mar 2024,2
819,3 mar 2024,2
820,3 mar 2024,2
821,3 mar 2024,2
822,3 mar 2024,5
823,3 mar 2024,2
824,3 mar 2024,2
825,3 mar 2024,2
826,3 mar 2024,3
827,3 mar 2024,2
828,3 mar 2024,2
829,4 mar 2024,2
830,4 mar 2024,2
831,4 mar 2024,2
832,4 mar 2024,2
833,4 mar 2024,2
834,4 mar 2024,2
835,4 mar 2024,2
836,4 mar 2024,2
837,4 mar 2024,2
838,4 mar 2024,2
839,4 mar 2024,2
840,4 mar 2024,2
841,4 mar 2024,2
842,4 mar 2024,2
843,4 mar 2024,2
844,4 mar 2024,1
845,4 mar 2024,3
846,5 mar 2024,2
847,5 mar 2024,1
848,5 mar 2024,2
849,5 mar 2024,2
850,5 mar 2024,2
851,5 mar 2024,5
852,5 mar 2024,2
853,5 mar 2024,2
854,5 mar 2024,4
855,5 mar 2024,2
856,5 mar 2024,1
857,5 mar 2024,2
858,5 mar 2024,2
859,5 mar 2024,1
860,5 mar 2024,1
861,5 mar 2024,2
862,5 mar 2024,2
863,5 mar 2024,1
864,5 mar 2024,2
865,5 mar 2024,2
866,5 mar 2024,2
867,5 mar 2024,2
868,5 mar 2024,2
869,5 mar 2024,1
870,5 mar 2024,3
871,5 mar 2024,2
872,5 mar 2024,1
873,5 mar 2024,2
874,6 mar 2024,2
875,6 mar 2024,2
876,6 mar 2024,2
877,6 mar 2024,1
878,6 mar 2024,2
879,6 mar 2024,2
880,6 mar 2024,1
881,6 mar 2024,2
882,6 mar 2024,1
883,6 mar 2024,2
884,6 mar 2024,2
885,6 mar 2024,2
886,6 mar 2024,2
887,6 mar 2024,2
888,6 mar 2024,2
889,6 mar 2024,2
890,6 mar 2024,2
891,6 mar 2024,1
892,6 mar 2024,2
893,6 mar 2024,1
894,6 mar 2024,2
895,6 mar 2024,2
896,7 mar 2024,2
897,7 mar 2024,6
898,7 mar 2024,2
899,7 mar 2024,2
900,7 mar 2024,2
901,7 mar 2024,3
902,7 mar 2024,2
903,7 mar 2024,2
904,7 mar 2024,1
905,7 mar 2024,2
906,7 mar 2024,2
907,8 mar 2024,2
908,8 mar 2024,2
909,8 mar 2024,2
910,8 mar 2024,2
911,8 mar 2024,2
912,8 mar 2024,2
913,8 mar 2024,4
914,8 mar 2024,1
915,8 mar 2024,3
916,8 mar 2024,1
917,8 mar 2024,2
918,8 mar 2024,2
919,9 mar 2024,2
920,9 mar 2024,4
921,9 mar 2024,1
922,9 mar 2024,2
923,9 mar 2024,4
924,9 mar 2024,1
925,9 mar 2024,3
926,9 mar 2024,2
927,9 mar 2024,2
928,10 mar 2024,2
929,10 mar 2024,4
930,10 mar 2024,3
931,10 mar 2024,2
932,10 mar 2024,3
933,10 mar 2024,2
934,10 mar 2024,2
935,10 mar 2024,2
936,10 mar 2024,2
937,10 mar 2024,1
938,10 mar 2024,3
939,10 mar 2024,2
940,10 mar 2024,2
941,10 mar 2024,2
942,11 mar 2024,2
943,11 mar 2024,2
944,11 mar 2024,2
945,11 mar 2024,2
946,11 mar 2024,2
947,11 mar 2024,2
948,11 mar 2024,2
949,11 mar 2024,2
950,11 mar 2024,2
951,11 mar 2024,2
952,11 mar 2024,2
953,11 mar 2024,2
954,11 mar 2024,1
955,11 mar 2024,3
956,11 mar 2024,3
957,11 mar 2024,2
958,11 mar 2024,2
959,11 mar 2024,2
960,11 mar 2024,2
961,11 mar 2024,2
962,11 mar 2024,2
963,12 mar 2024,1
964,12 mar 2024,1
965,12 mar 2024,1
966,12 mar 2024,2
967,12 mar 2024,1
968,12 mar 2024,2
969,12 mar 2024,2
970,12 mar 2024,2
971,12 mar 2024,2
972,12 mar 2024,2
973,12 mar 2024,1
974,12 mar 2024,2
975,12 mar 2024,1
976,12 mar 2024,2
977,12 mar 2024,2
978,12 mar 2024,2
979,12 mar 2024,2
980,12 mar 2024,2
981,12 mar 2024,1
982,13 mar 2024,1
983,13 mar 2024,2
984,13 mar 2024,2
985,13 mar 2024,2
986,13 mar 2024,4
987,13 mar 2024,2
988,13 mar 2024,1
989,13 mar 2024,2
990,13 mar 2024,2
991,13 mar 2024,1
992,13 mar 2024,2
993,13 mar 2024,2
994,13 mar 2024,2
995,13 mar 2024,1
996,13 mar 2024,2
997,13 mar 2024,3
998,13 mar 2024,3
999,13 mar 2024,1
1000,14 mar 2024,1
1001,14 mar 2024,2
1002,14 mar 2024,2
1003,14 mar 2024,2
1004,14 mar 2024,1
1005,14 mar 2024,8
1006,14 mar 2024,2
1007,14 mar 2024,2
1008,14 mar 2024,2
1009,14 mar 2024,4
1010,14 mar 2024,2
1011,14 mar 2024,2
1012,14 mar 2024,2
1013,14 mar 2024,3
1014,14 mar 2024,2
1015,14 mar 2024,2
1016,14 mar 2024,4
1017,14 mar 2024,1
1018,14 mar 2024,2
1019,14 mar 2024,2
1020,14 mar 2024,2
1021,14 mar 2024,1
1022,14 mar 2024,2
1023,14 mar 2024,2
1024,14 mar 2024,4
1025,14 mar 2024,1
1026,15 mar 2024,2
1027,15 mar 2024,1
1028,15 mar 2024,2
1029,15 mar 2024,2
1030,15 mar 2024,2
1031,15 mar 2024,2
1032,15 mar 2024,2
1033,15 mar 2024,2
1034,15 mar 2024,4
1035,15 mar 2024,4
1036,15 mar 2024,1
1037,15 mar 2024,4
1038,15 mar 2024,2
1039,15 mar 2024,2
1040,15 mar 2024,2
1041,15 mar 2024,2
1042,15 mar 2024,2
1043,15 mar 2024,4
1044,15 mar 2024,4
1045,15 mar 2024,2
1046,16 mar 2024,1
1047,16 mar 2024,2
1048,16 mar 2024,2
1049,16 mar 2024,2
1050,16 mar 2024,2
1051,16 mar 2024,2
1052,16 mar 2024,2
1053,16 mar 2024,4
1054,16 mar 2024,2
1055,16 mar 2024,1
1056,16 mar 2024,2
1057,16 mar 2024,6
1058,16 mar 2024,1
1059,16 mar 2024,2
1060,16 mar 2024,2
1061,16 mar 2024,2
1062,16 mar 2024,2
1063,16 mar 2024,1
1064,16 mar 2024,2
1065,16 mar 2024,2
1066,16 mar 2024,4
1067,16 mar 2024,2
1068,16 mar 2024,3
1069,16 mar 2024,2
1070,17 mar 2024,2
1071,17 mar 2024,2
1072,17 mar 2024,2
1073,17 mar 2024,2
1074,17 mar 2024,3
1075,17 mar 2024,2
1076,17 mar 2024,2
1077,17 mar 2024,2
1078,17 mar 2024,2
1079,17 mar 2024,2
1080,17 mar 2024,2
1081,17 mar 2024,2
1082,17 mar 2024,2
1083,17 mar 2024,2
1084,17 mar 2024,1
1085,17 mar 2024,1
1086,18 mar 2024,2
1087,18 mar 2024,2
1088,18 mar 2024,2
1089,18 mar 2024,4
1090,18 mar 2024,2
1091,18 mar 2024,2
1092,18 mar 2024,3
1093,18 mar 2024,2
1094,18 mar 2024,3
1095,18 mar 2024,2
1096,18 mar 2024,6
1097,18 mar 2024,2
1098,18 mar 2024,2
1099,18 mar 2024,2
1100,19 mar 2024,1
1101,19 mar 2024,1
1102,19 mar 2024,2
1103,19 mar 2024,1
1104,19 mar 2024,1
1105,19 mar 2024,2
1106,19 mar 2024,2
1107,19 mar 2024,2
1108,19 mar 2024,2
1109,19 mar 2024,2
1110,19 mar 2024,2
1111,19 mar 2024,1
1112,19 mar 2024,1
1113,19 mar 2024,1
1114,19 mar 2024,2
1115,19 mar 2024,2
1116,19 mar 2024,2
1117,19 mar 2024,2
1118,19 mar 2024,7
1119,19 mar 2024,2
1120,20 mar 2024,1
1121,20 mar 2024,1
1122,20 mar 2024,1
1123,20 mar 2024,1
1124,20 mar 2024,2
1125,20 mar 2024,2
1126,20 mar 2024,2
1127,20 mar 2024,3
1128,20 mar 2024,2
1129,20 mar 2024,1
1130,20 mar 2024,2
1131,20 mar 2024,2
1132,21 mar 2024,4
1133,21 mar 2024,2
1134,21 mar 2024,2
1135,21 mar 2024,2
1136,21 mar 2024,2
1137,21 mar 2024,2
1138,21 mar 2024,1
1139,21 mar 2024,2
1140,21 mar 2024,2
1141,21 mar 2024,1
1142,21 mar 2024,2
1143,21 mar 2024,2
1144,21 mar 2024,2
1145,21 mar 2024,2
1146,22 mar 2024,2
1147,22 mar 2024,2
1148,22 mar 2024,2
1149,22 mar 2024,2
1150,22 mar 2024,2
1151,22 mar 2024,1
1152,22 mar 2024,2
